property_name,display_name,is_network,parent_network,segments,report_month,month_label,year,month_num,quarter,quarter_label,financial_year,unique_users,prev_month_uu,prev_quarter_uu,prev_year_uu,mom_pct,mom_abs,qoq_pct,qoq_abs,yoy_pct,yoy_abs,rank_in_segment,data_source
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,2.364,3.597,3.274,3.99,-34.28,-1.233,-27.79,-0.91,-40.75,-1.626,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,2.23,2.364,,,-5.67,-0.134,,,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,2.768,2.23,3.597,2.99,24.13,0.538,-23.05,-0.829,-7.42,-0.222,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,2.737,2.768,2.364,3.466,-1.12,-0.031,15.78,0.373,-21.03,-0.729,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,1.8,2.737,2.23,3.274,-34.23,-0.937,-19.28,-0.43,-45.02,-1.474,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,2.248,1.8,2.768,3.99,24.89,0.448,-18.79,-0.52,-43.66,-1.742,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,4.445,2.248,2.737,5.361,97.73,2.197,62.4,1.708,-17.09,-0.916,7,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,4.334,4.445,1.8,2.99,-2.5,-0.111,140.78,2.534,44.95,1.344,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,3.74,4.334,2.248,3.466,-13.71,-0.594,66.37,1.492,7.91,0.274,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,4.03,3.74,4.445,3.274,7.75,0.29,-9.34,-0.415,23.09,0.756,6,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-04-01,Apr'21,2021,4,2,2021-Q2,FY2021-2022,5.244398,,,,,,,,,,5,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-05-01,May'21,2021,5,2,2021-Q2,FY2021-2022,2.26,5.244398,,,-56.91,-2.984,,,,,5,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,9.39,2.26,,,315.49,7.13,,,,,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,9.23,9.39,5.244398,,-1.7,-0.16,76.0,3.986,,,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,11.38,,9.39,,,,21.19,1.99,,,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,9.455,11.38,9.23,,-16.92,-1.925,2.44,0.225,,,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,9.44,9.455,,,-0.16,-0.015,,,,,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,7.68,9.44,11.38,,-18.64,-1.76,-32.51,-3.7,,,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,8.048,7.68,9.455,,4.79,0.368,-14.88,-1.407,,,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,6.615,8.048,9.44,,-17.81,-1.433,-29.93,-2.825,,,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,7.873,6.615,7.68,,19.02,1.258,2.51,0.193,,,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,6.311,7.873,8.048,5.244398,-19.84,-1.562,-21.58,-1.737,20.34,1.067,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,8.213,6.311,6.615,2.26,30.14,1.902,24.16,1.598,263.41,5.953,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,8.019,8.213,7.873,9.39,-2.36,-0.194,1.85,0.146,-14.6,-1.371,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,11.216,8.019,6.311,9.23,39.87,3.197,77.72,4.905,21.52,1.986,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,11.25,11.216,8.213,,0.3,0.034,36.98,3.037,,,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,9.636,11.25,8.019,11.38,-14.35,-1.614,20.16,1.617,-15.33,-1.744,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,7.064,9.636,11.216,9.455,-26.69,-2.572,-37.02,-4.152,-25.29,-2.391,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,6.059,7.064,11.25,9.44,-14.23,-1.005,-46.14,-5.191,-35.82,-3.381,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,5.778,6.059,9.636,7.68,-4.64,-0.281,-40.04,-3.858,-24.77,-1.902,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,6.262,5.778,7.064,8.048,8.38,0.484,-11.35,-0.802,-22.19,-1.786,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,4.105,6.262,6.059,6.615,-34.45,-2.157,-32.25,-1.954,-37.94,-2.51,4,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,6.854,4.105,5.778,7.873,66.97,2.749,18.62,1.076,-12.94,-1.019,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-04-01,Apr'23,2023,4,2,2023-Q2,FY2023-2024,6.616,6.854,6.262,6.311,-3.47,-0.238,5.65,0.354,4.83,0.305,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,5.041,6.616,4.105,8.213,-23.81,-1.575,22.8,0.936,-38.62,-3.172,5,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,5.314,5.041,6.854,8.019,5.42,0.273,-22.47,-1.54,-33.73,-2.705,4,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,8.302,5.314,6.616,11.216,56.23,2.988,25.48,1.686,-25.98,-2.914,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,7.763,8.302,5.041,11.25,-6.49,-0.539,54.0,2.722,-31.0,-3.487,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-09-01,Sep'23,2023,9,3,2023-Q3,FY2023-2024,7.19,7.763,5.314,9.636,-7.38,-0.573,35.3,1.876,-25.38,-2.446,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,4.46,7.19,8.302,7.064,-37.97,-2.73,-46.28,-3.842,-36.86,-2.604,4,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,4.883,4.46,7.763,6.059,9.48,0.423,-37.1,-2.88,-19.41,-1.176,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,3.649,4.883,7.19,5.778,-25.27,-1.234,-49.25,-3.541,-36.85,-2.129,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,3.556,3.649,4.46,6.262,-2.55,-0.093,-20.27,-0.904,-43.21,-2.706,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,3.645,3.556,4.883,4.105,2.5,0.089,-25.35,-1.238,-11.21,-0.46,4,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,4.351,3.645,3.649,6.854,19.37,0.706,19.24,0.702,-36.52,-2.503,5,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,6.825,4.351,3.556,6.616,56.86,2.474,91.93,3.269,3.16,0.209,2,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,10.107,6.825,3.645,5.041,48.09,3.282,177.28,6.462,100.5,5.066,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,6.181,10.107,4.351,5.314,-38.84,-3.926,42.06,1.83,16.32,0.867,3,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,10.262,6.181,6.825,8.302,66.02,4.081,50.36,3.437,23.61,1.96,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,12.428,10.262,10.107,7.763,21.11,2.166,22.96,2.321,60.09,4.665,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,12.342,12.428,6.181,7.19,-0.69,-0.086,99.68,6.161,71.66,5.152,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,9.9,12.342,10.262,4.46,-19.79,-2.442,-3.53,-0.362,121.97,5.44,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,8.982,9.9,12.428,4.883,-9.27,-0.918,-27.73,-3.446,83.94,4.099,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,9.706,8.982,12.342,3.649,8.06,0.724,-21.36,-2.636,165.99,6.057,1,excel_previous
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,7.665,9.706,9.9,3.556,-21.03,-2.041,-22.58,-2.235,115.55,4.109,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,9.637,7.665,8.982,3.645,25.73,1.972,7.29,0.655,164.39,5.992,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,9.856,9.637,9.706,4.351,2.27,0.219,1.55,0.15,126.52,5.505,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,9.368,,9.637,10.107,,,-2.79,-0.269,-7.31,-0.739,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,5.661,9.368,9.856,6.181,-39.57,-3.707,-42.56,-4.195,-8.41,-0.52,2,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,5.366,5.661,,10.262,-5.21,-0.295,,,-47.71,-4.896,3,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,6.443,5.366,9.368,12.428,20.07,1.077,-31.22,-2.925,-48.16,-5.985,2,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,4.929,6.443,5.661,12.342,-23.5,-1.514,-12.93,-0.732,-60.06,-7.413,2,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,5.292,4.929,5.366,9.9,7.36,0.363,-1.38,-0.074,-46.55,-4.608,2,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,5.291,5.292,6.443,8.982,-0.02,-0.001,-17.88,-1.152,-41.09,-3.691,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,7.093,5.291,4.929,9.706,34.06,1.802,43.9,2.164,-26.92,-2.613,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,11.028,7.093,5.292,7.665,55.48,3.935,108.39,5.736,43.87,3.363,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,11.7,11.028,5.291,9.637,6.09,0.672,121.13,6.409,21.41,2.063,1,excel_current
ABP Live Bengali - ABP Ananda,ABP Live Bengali - ABP Ananda,False,ABP Network,Bangla,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,10.39,11.7,7.093,9.856,-11.2,-1.31,46.48,3.297,5.42,0.534,1,excel_current
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-04-01,Apr'21,2021,4,2,2021-Q2,FY2021-2022,2.228103,,,,,,,,,,4,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-05-01,May'21,2021,5,2,2021-Q2,FY2021-2022,3.6,2.228103,,,61.57,1.372,,,,,3,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,2.77,3.6,,,-23.06,-0.83,,,,,3,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,2.4,2.77,2.228103,,-13.36,-0.37,7.71,0.172,,,3,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,2.62,,2.77,,,,-5.42,-0.15,,,4,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,2.124,2.62,2.4,,-18.93,-0.496,-11.5,-0.276,,,4,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,1.88,2.124,,,-11.49,-0.244,,,,,4,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,2.58,1.88,2.62,,37.23,0.7,-1.53,-0.04,,,2,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,3.624,2.58,2.124,,40.47,1.044,70.62,1.5,,,2,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,2.706,3.624,1.88,,-25.33,-0.918,43.94,0.826,,,3,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,2.866,2.706,2.58,,5.91,0.16,11.09,0.286,,,3,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,2.54,2.866,3.624,2.228103,-11.37,-0.326,-29.91,-1.084,14.0,0.312,2,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,2.949,2.54,2.706,3.6,16.1,0.409,8.98,0.243,-18.08,-0.651,2,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,2.767,2.949,2.866,2.77,-6.17,-0.182,-3.45,-0.099,-0.11,-0.003,3,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,2.167,2.767,2.54,2.4,-21.68,-0.6,-14.69,-0.373,-9.71,-0.233,6,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,2.06,2.167,2.949,,-4.94,-0.107,-30.15,-0.889,,,6,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,1.738,2.06,2.767,2.62,-15.63,-0.322,-37.19,-1.029,-33.66,-0.882,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,1.878,1.738,2.167,2.124,8.06,0.14,-13.34,-0.289,-11.58,-0.246,5,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,1.229,1.878,2.06,1.88,-34.56,-0.649,-40.34,-0.831,-34.63,-0.651,6,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,2.031,1.229,1.738,2.58,65.26,0.802,16.86,0.293,-21.28,-0.549,5,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,1.149,2.031,1.878,3.624,-43.43,-0.882,-38.82,-0.729,-68.29,-2.475,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,0.876,1.149,1.229,2.706,-23.76,-0.273,-28.72,-0.353,-67.63,-1.83,10,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,1.511,0.876,2.031,2.866,72.49,0.635,-25.6,-0.52,-47.28,-1.355,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-04-01,Apr'23,2023,4,2,2023-Q2,FY2023-2024,0.813,1.511,1.149,2.54,-46.19,-0.698,-29.24,-0.336,-67.99,-1.727,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,0.972,0.813,0.876,2.949,19.56,0.159,10.96,0.096,-67.04,-1.977,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,1.201,0.972,1.511,2.767,23.56,0.229,-20.52,-0.31,-56.6,-1.566,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,1.227,1.201,0.813,2.167,2.16,0.026,50.92,0.414,-43.38,-0.94,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,1.172,1.227,0.972,2.06,-4.48,-0.055,20.58,0.2,-43.11,-0.888,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-09-01,Sep'23,2023,9,3,2023-Q3,FY2023-2024,1.163,1.172,1.201,1.738,-0.77,-0.009,-3.16,-0.038,-33.08,-0.575,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,1.045,1.163,1.227,1.878,-10.15,-0.118,-14.83,-0.182,-44.36,-0.833,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,1.038,1.045,1.172,1.229,-0.67,-0.007,-11.43,-0.134,-15.54,-0.191,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,1.28,1.038,1.163,2.031,23.31,0.242,10.06,0.117,-36.98,-0.751,7,excel_previous
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,0.296,1.28,1.045,1.149,-76.88,-0.984,-71.67,-0.749,-74.24,-0.853,10,excel_current
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,0.288,0.296,1.038,0.876,-2.7,-0.008,-72.25,-0.75,-67.12,-0.588,10,excel_current
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,0.571,0.288,1.28,1.511,98.26,0.283,-55.39,-0.709,-62.21,-0.94,8,excel_current
ABP Live Gujarati - ABP Asmita,ABP Live Gujarati - ABP Asmita,False,ABP Network,Gujarati,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,0.668,0.571,0.296,0.813,16.99,0.097,125.68,0.372,-17.84,-0.145,8,excel_current
